"","activity_id","npdes_id","version_nmbr","perm_feature_id","perm_feature_nmbr","perm_feature_type_code","perm_feature_type_desc","limit_set_id","limit_set_schedule_id","limit_id","limit_type_code","limit_begin_date","limit_end_date","nmbr_of_submission","parameter_code","parameter_desc","monitoring_location_code","monitoring_location_desc","stay_type_code","stay_type_desc","limit_value_id","limit_value_type_code","limit_value_type_desc","limit_value_nmbr","limit_unit_code","limit_unit_desc","standard_unit_code","standard_unit_desc","limit_value_standard_units","statistical_base_code","statistical_base_short_desc","statistical_base_type_code","statistical_base_type_desc","limit_value_qualifier_code","stay_value_nmbr","dmr_event_id","monitoring_period_end_date","dmr_form_value_id","value_type_code","value_type_desc","dmr_value_id","dmr_value_nmbr","dmr_unit_code","dmr_unit_desc","dmr_value_standard_units","dmr_value_qualifier_code","value_received_date","days_late","nodi_code","nodi_desc","exceedence_pct","npdes_violation_id","violation_code","violation_desc","rnc_detection_code","rnc_detection_desc","rnc_detection_date","rnc_resolution_code","rnc_resolution_desc","rnc_resolution_date","violation_severity"
"14","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697063","02/29/2016","3445802863","C3","Concentration3","3620192325","16.2","04","deg C","16.2","=","03/30/2016","","","","","","","","","","","","","","No Violation Identified"
"15","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697064","03/31/2016","3445802898","C3","Concentration3","3621203199","16.9","04","deg C","16.9","=","04/25/2016","","","","","","","","","","","","","","No Violation Identified"
"16","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697065","04/30/2016","3445802933","C3","Concentration3","3622608796","15.4","04","deg C","15.4","=","05/24/2016","","","","","","","","","","","","","","No Violation Identified"
"17","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697066","05/31/2016","3445802968","C3","Concentration3","3626588047","17.8","04","deg C","17.8","=","06/29/2016","","","","","","","","","","","","","","No Violation Identified"
"18","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697067","06/30/2016","3445803003","C3","Concentration3","3626588022","19.7","04","deg C","19.7","=","07/28/2016","","","","","","","","","","","","","","No Violation Identified"
"19","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697068","07/31/2016","3445803038","C3","Concentration3","3626907619","20.3","04","deg C","20.3","=","08/30/2016","","","","","","","","","","","","","","No Violation Identified"
"20","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697069","08/31/2016","3445803073","C3","Concentration3","3627986339","20.8","04","deg C","20.8","=","09/29/2016","","","","","","","","","","","","","","No Violation Identified"
"21","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697070","09/30/2016","3445803108","C3","Concentration3","3629741521","19.6","04","deg C","19.6","=","10/31/2016","","","","","","","","","","","","","","No Violation Identified"
"22","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697071","10/31/2016","3445803143","C3","Concentration3","3630929980","20.7","04","deg C","20.7","=","11/30/2016","","","","","","","","","","","","","","No Violation Identified"
"23","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697072","11/30/2016","3445803178","C3","Concentration3","3632032123","16.5","04","deg C","16.5","=","12/29/2016","","","","","","","","","","","","","","No Violation Identified"
"24","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697073","12/31/2016","3445803213","C3","Concentration3","3633753936","15.9","04","deg C","15.9","=","01/26/2017","","","","","","","","","","","","","","No Violation Identified"
"25","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697074","01/31/2017","3445803248","C3","Concentration3","3635357343","14.2","04","deg C","14.2","=","02/28/2017","","","","","","","","","","","","","","No Violation Identified"
"26","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697075","02/28/2017","3445803283","C3","Concentration3","3638829093","14.7","04","deg C","14.7","=","03/30/2017","","","","","","","","","","","","","","No Violation Identified"
"27","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697076","03/31/2017","3445803318","C3","Concentration3","3638829029","18.4","04","deg C","18.4","=","04/27/2017","","","","","","","","","","","","","","No Violation Identified"
"28","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697077","04/30/2017","3445803353","C3","Concentration3","3639744000","17.5","04","deg C","17.5","=","05/31/2017","","","","","","","","","","","","","","No Violation Identified"
"29","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697078","05/31/2017","3445803388","C3","Concentration3","3642212671","18.7","04","deg C","18.7","=","06/30/2017","","","","","","","","","","","","","","No Violation Identified"
"30","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697079","06/30/2017","3445803423","C3","Concentration3","3644251872","22.4","04","deg C","22.4","=","08/01/2017","","","","","","","","","","","","","","No Violation Identified"
"31","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697080","07/31/2017","3445803458","C3","Concentration3","3645884752","20.8","04","deg C","20.8","=","08/31/2017","","","","","","","","","","","","","","No Violation Identified"
"32","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697081","08/31/2017","3445803493","C3","Concentration3","3646945343","22.3","04","deg C","22.3","=","09/28/2017","","","","","","","","","","","","","","No Violation Identified"
"33","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697082","09/30/2017","3445803528","C3","Concentration3","3653413620","22","04","deg C","22","=","10/31/2017","","","","","","","","","","","","","","No Violation Identified"
"34","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697083","10/31/2017","3445803563","C3","Concentration3","3650170533","17.6","04","deg C","17.6","=","11/30/2017","","","","","","","","","","","","","","No Violation Identified"
"35","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697084","11/30/2017","3445803598","C3","Concentration3","3651146419","18.6","04","deg C","18.6","=","12/28/2017","","","","","","","","","","","","","","No Violation Identified"
"36","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697085","12/31/2017","3445803633","C3","Concentration3","3652998267","16.8","04","deg C","16.8","=","01/31/2018","","","","","","","","","","","","","","No Violation Identified"
"37","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697086","01/31/2018","3445803668","C3","Concentration3","3654157052","16.1","04","deg C","16.1","=","02/28/2018","","","","","","","","","","","","","","No Violation Identified"
"38","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697087","02/28/2018","3445803703","C3","Concentration3","3659533475","16.7","04","deg C","16.7","=","03/28/2018","","","","","","","","","","","","","","No Violation Identified"
"39","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697088","03/31/2018","3445803738","C3","Concentration3","3664420157","16.4","04","deg C","16.4","=","04/27/2018","","","","","","","","","","","","","","No Violation Identified"
"40","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697089","04/30/2018","3445803773","C3","Concentration3","3667962666","19.6","04","deg C","19.6","=","05/29/2018","","","","","","","","","","","","","","No Violation Identified"
"41","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697090","05/31/2018","3445803808","C3","Concentration3","3670117076","18.7","04","deg C","18.7","=","06/28/2018","","","","","","","","","","","","","","No Violation Identified"
"42","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697091","06/30/2018","3445803843","C3","Concentration3","3671419840","20.2","04","deg C","20.2","=","07/24/2018","","","","","","","","","","","","","","No Violation Identified"
"43","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697092","07/31/2018","3445803878","C3","Concentration3","3673426606","22.6","04","deg C","22.6","=","08/28/2018","","","","","","","","","","","","","","No Violation Identified"
"44","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697093","08/31/2018","3445803913","C3","Concentration3","3675355928","21.4","04","deg C","21.4","=","09/25/2018","","","","","","","","","","","","","","No Violation Identified"
"45","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697094","09/30/2018","3445803948","C3","Concentration3","3677378742","20.4","04","deg C","20.4","=","10/30/2018","","","","","","","","","","","","","","No Violation Identified"
"46","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697095","10/31/2018","3445803983","C3","Concentration3","3679943128","18.8","04","deg C","18.8","=","11/29/2018","","","","","","","","","","","","","","No Violation Identified"
"47","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697096","11/30/2018","3445804018","C3","Concentration3","3681145009","16.5","04","deg C","16.5","=","12/27/2018","","","","","","","","","","","","","","No Violation Identified"
"48","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697097","12/31/2018","3445804053","C3","Concentration3","3683724362","16.7","04","deg C","16.7","=","01/31/2019","","","","","","","","","","","","","","No Violation Identified"
"49","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3403697098","01/31/2019","3445804088","C3","Concentration3","3685755772","15.7","04","deg C","15.7","=","02/28/2019","","","","","","","","","","","","","","No Violation Identified"
"50","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239868","02/28/2019","3738121841","C3","Concentration3","3686984160","16.1","04","deg C","16.1","=","03/26/2019","","","","","","","","","","","","","","No Violation Identified"
"51","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239878","03/31/2019","3738122106","C3","Concentration3","3689038089","15.6","04","deg C","15.6","=","04/30/2019","","","","","","","","","","","","","","No Violation Identified"
"52","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239887","04/30/2019","3738122310","C3","Concentration3","3691365092","17.7","04","deg C","17.7","=","05/30/2019","","","","","","","","","","","","","","No Violation Identified"
"53","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239896","05/31/2019","3738122613","C3","Concentration3","3692220992","17.7","04","deg C","17.7","=","06/25/2019","","","","","","","","","","","","","","No Violation Identified"
"54","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239901","06/30/2019","3738122809","C3","Concentration3","3694152597","21.3","04","deg C","21.3","=","07/30/2019","","","","","","","","","","","","","","No Violation Identified"
"55","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239909","07/31/2019","3738123004","C3","Concentration3","3696227638","21.3","04","deg C","21.3","=","08/27/2019","","","","","","","","","","","","","","No Violation Identified"
"56","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239917","08/31/2019","3738123254","C3","Concentration3","3699997548","21.3","04","deg C","21.3","=","09/30/2019","","","","","","","","","","","","","","No Violation Identified"
"57","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239923","09/30/2019","3738123499","C3","Concentration3","3699997680","20.5","04","deg C","20.5","=","10/29/2019","","","","","","","","","","","","","","No Violation Identified"
"58","3400211053","CA0078956","0","3400082617","001","EXO","External Outfall","3400125499","3400210500","3401204574","ENF","04/27/2014","02/01/2019","1","00010","Temperature, water deg. centigrade","1","Effluent Gross","","","3401867260","C3","Concentration3","","04","deg C","04","deg C","","IA","INST MAX","MAX","Maximum","","","3609239933","10/31/2019","3738123792","C3","Concentration3","3701619576","17.6","04","deg C","17.6","=","11/26/2019","","","","","","","","","","","","","","No Violation Identified"
